specificationId,specificationCode,catalogcode,catalogname1,catalogname2,catalogname3,commonnamecode,commonname,matrialcode,matrial,characteristiccode,characteristic,separateCharges,paymentType,paymentStandard,isusing,specificationType
eb38848f-94fa-11e9-80c2-0242c0a80002,C01010100102008,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,02,不锈钢,008,非覆膜/直筒,0,,0,1,
eb3dafe5-94fa-11e9-80c2-0242c0a80002,C01010100102009,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,02,不锈钢,009,非覆膜/J型,0,,0,1,
eb411df3-94fa-11e9-80c2-0242c0a80002,C01010100103001,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,001,全覆膜/Y型,0,,0,1,
eb453fac-94fa-11e9-80c2-0242c0a80002,C01010100103002,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,002,全覆膜/直筒,0,,0,1,
eb485ed4-94fa-11e9-80c2-0242c0a80002,C01010100103003,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,003,全覆膜/J型,0,,0,1,
eb4ca552-94fa-11e9-80c2-0242c0a80002,C01010100103004,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,004,半覆膜/Y型,0,,0,1,
eb501316-94fa-11e9-80c2-0242c0a80002,C01010100103005,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,005,半覆膜/直筒,0,,0,1,
eb538eb4-94fa-11e9-80c2-0242c0a80002,C01010100103006,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,006,半覆膜/J型,0,,0,1,
eb5838aa-94fa-11e9-80c2-0242c0a80002,C01010100103007,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,007,非覆膜/Y型,0,,0,1,
eb5de3da-94fa-11e9-80c2-0242c0a80002,C01010100103008,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,008,非覆膜/直筒,0,,0,1,
eb605a39-94fa-11e9-80c2-0242c0a80002,C01010100103009,C010101,非血管介入治疗类材料,呼吸介入材料,气管支气管支架,001,支架,03,硅酮,009,非覆膜/J型,0,,0,1,
eb62ff32-94fa-11e9-80c2-0242c0a80002,C01010200201001,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,001,止血球囊/单级球囊/普通,0,,0,1,
eb671155-94fa-11e9-80c2-0242c0a80002,C01010200201002,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,002,止血球囊/单级球囊/可过导丝,0,,0,1,
eb69d6ce-94fa-11e9-80c2-0242c0a80002,C01010200201003,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,003,止血球囊/多级球囊/普通,0,,0,1,
eb6c7262-94fa-11e9-80c2-0242c0a80002,C01010200201004,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,004,止血球囊/多级球囊/可过导丝,0,,0,1,
eb6ec40e-94fa-11e9-80c2-0242c0a80002,C01010200201005,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,005,扩张球囊/单级球囊/普通,0,,0,1,
eb72da79-94fa-11e9-80c2-0242c0a80002,C01010200201006,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,006,扩张球囊/单级球囊/可过导丝,0,,0,1,
eb74bf8a-94fa-11e9-80c2-0242c0a80002,C01010200201007,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,007,扩张球囊/多级球囊/普通,0,,0,1,
eb788520-94fa-11e9-80c2-0242c0a80002,C01010200201008,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,008,扩张球囊/多级球囊/可过导丝,0,,0,1,
eb7b4e0b-94fa-11e9-80c2-0242c0a80002,C01010200202001,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,001,止血球囊/单级球囊/普通,0,,0,1,
eb7f61a5-94fa-11e9-80c2-0242c0a80002,C01010200202002,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,002,止血球囊/单级球囊/可过导丝,0,,0,1,
eb81d1d9-94fa-11e9-80c2-0242c0a80002,C01010200202003,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,003,止血球囊/多级球囊/普通,0,,0,1,
eb8584d9-94fa-11e9-80c2-0242c0a80002,C01010200202004,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,004,止血球囊/多级球囊/可过导丝,0,,0,1,
eb87cd35-94fa-11e9-80c2-0242c0a80002,C01010200202005,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,005,扩张球囊/单级球囊/普通,0,,0,1,
eb89b839-94fa-11e9-80c2-0242c0a80002,C01010200202006,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,006,扩张球囊/单级球囊/可过导丝,0,,0,1,
eb8c0c71-94fa-11e9-80c2-0242c0a80002,C01010200202007,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,007,扩张球囊/多级球囊/普通,0,,0,1,
eb8dbd70-94fa-11e9-80c2-0242c0a80002,C01010200202008,C010102,非血管介入治疗类材料,呼吸介入材料,气道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,008,扩张球囊/多级球囊/可过导丝,0,,0,1,
eb8feab7-94fa-11e9-80c2-0242c0a80002,C01010300301001,C010103,非血管介入治疗类材料,呼吸介入材料,气道导丝,003,导丝,01,镍钛合金,001,末端有亲水涂层,0,,0,1,
eb91c19a-94fa-11e9-80c2-0242c0a80002,C01010300301002,C010103,非血管介入治疗类材料,呼吸介入材料,气道导丝,003,导丝,01,镍钛合金,002,末端无亲水涂层,0,,0,1,
eb949852-94fa-11e9-80c2-0242c0a80002,C01010300302001,C010103,非血管介入治疗类材料,呼吸介入材料,气道导丝,003,导丝,02,不锈钢,001,末端有亲水涂层,0,,0,1,
eb96e579-94fa-11e9-80c2-0242c0a80002,C01010300302002,C010103,非血管介入治疗类材料,呼吸介入材料,气道导丝,003,导丝,02,不锈钢,002,末端无亲水涂层,0,,0,1,
eb9915b7-94fa-11e9-80c2-0242c0a80002,C01010400400001,C010104,非血管介入治疗类材料,呼吸介入材料,气道射频导管,004,导管,00,无,001,单电极/网篮形,0,,0,1,
eb9af88e-94fa-11e9-80c2-0242c0a80002,C01010400400002,C010104,非血管介入治疗类材料,呼吸介入材料,气道射频导管,004,导管,00,无,002,单电极/线形,0,,0,1,
eb9d04b2-94fa-11e9-80c2-0242c0a80002,C01010400400003,C010104,非血管介入治疗类材料,呼吸介入材料,气道射频导管,004,导管,00,无,003,多电极/网篮形,0,,0,1,
eb9f2eaa-94fa-11e9-80c2-0242c0a80002,C01010400400004,C010104,非血管介入治疗类材料,呼吸介入材料,气道射频导管,004,导管,00,无,004,多电极/线形,0,,0,1,
eba1a843-94fa-11e9-80c2-0242c0a80002,C01010500500000,C010105,非血管介入治疗类材料,呼吸介入材料,呼吸介入等离子刀头,005,手术刀头,00,无,000,常规,0,,0,1,
eba3b89f-94fa-11e9-80c2-0242c0a80002,C01010600600000,C010106,非血管介入治疗类材料,呼吸介入材料,呼吸类细胞刷,006,细胞刷,00,无,000,常规,0,,0,1,
eba7a39b-94fa-11e9-80c2-0242c0a80002,C01010700700001,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,001,带针/带齿/带外鞘管,0,,0,1,
eba95fe8-94fa-11e9-80c2-0242c0a80002,C01010700700002,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,002,带针/带齿/无外鞘管,0,,0,1,
ebab1ffc-94fa-11e9-80c2-0242c0a80002,C01010700700003,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,003,带针/不带齿/带外鞘管,0,,0,1,
ebb0369b-94fa-11e9-80c2-0242c0a80002,C01010700700004,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,004,带针/不带齿/无外鞘管,0,,0,1,
ebb26f69-94fa-11e9-80c2-0242c0a80002,C01010700700005,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,005,不带针/带齿/带外鞘管,0,,0,1,
ebb41ba6-94fa-11e9-80c2-0242c0a80002,C01010700700006,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,006,不带针/带齿/无外鞘管,0,,0,1,
ebb61136-94fa-11e9-80c2-0242c0a80002,C01010700700007,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,007,不带针/不带齿/带外鞘管,0,,0,1,
ebb9dccb-94fa-11e9-80c2-0242c0a80002,C01010700700008,C010107,非血管介入治疗类材料,呼吸介入材料,呼吸活检钳,007,活检材料,00,无,008,不带针/不带齿/无外鞘管,0,,0,1,
ebbbbc5a-94fa-11e9-80c2-0242c0a80002,C01010800700000,C010108,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用热活检钳,007,活检材料,00,无,000,常规,0,,0,1,
ebbe12f8-94fa-11e9-80c2-0242c0a80002,C01010900700001,C010109,非血管介入治疗类材料,呼吸介入材料,呼吸内镜介入活检针,007,活检材料,00,无,001,经超声/组织针,0,,0,1,
ebc007b9-94fa-11e9-80c2-0242c0a80002,C01010900700002,C010109,非血管介入治疗类材料,呼吸介入材料,呼吸内镜介入活检针,007,活检材料,00,无,002,经超声/细胞针,0,,0,1,
ebc5f15a-94fa-11e9-80c2-0242c0a80002,C01010900700003,C010109,非血管介入治疗类材料,呼吸介入材料,呼吸内镜介入活检针,007,活检材料,00,无,003,不经超声/组织针,0,,0,1,
ebc8afe6-94fa-11e9-80c2-0242c0a80002,C01010900700004,C010109,非血管介入治疗类材料,呼吸介入材料,呼吸内镜介入活检针,007,活检材料,00,无,004,不经超声/细胞针,0,,0,1,
ebcb7648-94fa-11e9-80c2-0242c0a80002,C01011000800000,C010110,非血管介入治疗类材料,呼吸介入材料,支气管镜用异物钳,008,异物钳,00,无,000,常规,0,,0,1,
ebcda512-94fa-11e9-80c2-0242c0a80002,C01011100900000,C010111,非血管介入治疗类材料,呼吸介入材料,支气管镜用灌洗管,009,灌洗管,00,无,000,常规,0,,0,1,
ebcfb0b3-94fa-11e9-80c2-0242c0a80002,C01011201000000,C010112,非血管介入治疗类材料,呼吸介入材料,支气管镜用造影管,010,管路,00,无,000,常规,0,,0,1,
ebd326ad-94fa-11e9-80c2-0242c0a80002,C01011301100000,C010113,非血管介入治疗类材料,呼吸介入材料,支气管镜用电圈套器,011,圈套器,00,无,000,常规,0,,0,1,
ebd718b4-94fa-11e9-80c2-0242c0a80002,C01011401200000,C010114,非血管介入治疗类材料,呼吸介入材料,支气管镜用刮匙,012,刮匙,00,无,000,常规,0,,0,1,
ebda27bd-94fa-11e9-80c2-0242c0a80002,C01011501300001,C010115,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用探头,013,探头,00,无,001,气道冷冻探头,0,,0,1,
ebdca0ed-94fa-11e9-80c2-0242c0a80002,C01011501300002,C010115,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用探头,013,探头,00,无,002,微波探头,0,,0,1,
ebe17702-94fa-11e9-80c2-0242c0a80002,C01011601400001,C010116,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用刀头,014,刀头,00,无,001,海博刀,0,,0,1,
ebfe8968-94fa-11e9-80c2-0242c0a80002,C01011601400002,C010116,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用刀头,014,刀头,00,无,002,高频电刀,0,,0,1,
ec034df9-94fa-11e9-80c2-0242c0a80002,C01011601400003,C010116,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用刀头,014,刀头,00,无,003,电凝头,0,,0,1,
ec06c8c9-94fa-11e9-80c2-0242c0a80002,C01011701500000,C010117,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用超声引导鞘,015,鞘管,00,无,000,常规,0,,0,1,
ec093e62-94fa-11e9-80c2-0242c0a80002,C01011801600000,C010118,非血管介入治疗类材料,呼吸介入材料,呼吸内镜用激光光纤,016,光纤,00,无,000,常规,0,,0,1,
ec0d51ba-94fa-11e9-80c2-0242c0a80002,C01011900000000,C010119,非血管介入治疗类材料,呼吸介入材料,呼吸内镜其他材料,000,-,00,无,000,常规,0,,0,1,
ec12ad5a-94fa-11e9-80c2-0242c0a80002,C01012001700000,C010120,非血管介入治疗类材料,呼吸介入材料,支气管活瓣,017,活瓣,00,无,000,常规,0,,0,1,
ec14b4b7-94fa-11e9-80c2-0242c0a80002,C01012101800000,C010121,非血管介入治疗类材料,呼吸介入材料,气道超声水囊,018,水囊,00,无,000,常规,0,,0,1,
ec166f2d-94fa-11e9-80c2-0242c0a80002,C01012201900000,C010122,非血管介入治疗类材料,呼吸介入材料,气道异物网篮,019,网篮,00,无,000,常规,0,,0,1,
ec189d52-94fa-11e9-80c2-0242c0a80002,C01012300400000,C010123,非血管介入治疗类材料,呼吸介入材料,吸引导管,004,导管,00,无,000,常规,0,,0,1,
ec1b180c-94fa-11e9-80c2-0242c0a80002,C01012402000000,C010124,非血管介入治疗类材料,呼吸介入材料,一次性胸壁穿刺套管,020,套管,00,无,000,常规,0,,0,1,
ec1d6d2e-94fa-11e9-80c2-0242c0a80002,C01012500000000,C010125,非血管介入治疗类材料,呼吸介入材料,其他呼吸介入材料,000,-,00,无,000,常规,0,,0,1,
ec203d56-94fa-11e9-80c2-0242c0a80002,C01020100200001,C010201,非血管介入治疗类材料,消化介入材料,贲门球囊,002,球囊,00,无,001,注气体/带导丝,0,,0,1,
ec2207b6-94fa-11e9-80c2-0242c0a80002,C01020100200002,C010201,非血管介入治疗类材料,消化介入材料,贲门球囊,002,球囊,00,无,002,注气体/不带导丝,0,,0,1,
ec23fb3c-94fa-11e9-80c2-0242c0a80002,C01020100200003,C010201,非血管介入治疗类材料,消化介入材料,贲门球囊,002,球囊,00,无,003,注液体/带导丝,0,,0,1,
ec26d073-94fa-11e9-80c2-0242c0a80002,C01020100200004,C010201,非血管介入治疗类材料,消化介入材料,贲门球囊,002,球囊,00,无,004,注液体/不带导丝,0,,0,1,
ec2925c2-94fa-11e9-80c2-0242c0a80002,C01020200201001,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,001,单级扩张球囊/不带导丝,0,,0,1,
ec2c245a-94fa-11e9-80c2-0242c0a80002,C01020200201002,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,002,单级扩张球囊/带导丝,0,,0,1,
ec2f186d-94fa-11e9-80c2-0242c0a80002,C01020200201003,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,003,多级扩张球囊/不带导丝,0,,0,1,
ec32985f-94fa-11e9-80c2-0242c0a80002,C01020200201004,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,004,多级扩张球囊/带导丝,0,,0,1,
ec352957-94fa-11e9-80c2-0242c0a80002,C01020200202001,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,001,单级扩张球囊/不带导丝,0,,0,1,
ec371cb8-94fa-11e9-80c2-0242c0a80002,C01020200202002,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,002,单级扩张球囊/带导丝,0,,0,1,
ec3b08bf-94fa-11e9-80c2-0242c0a80002,C01020200202003,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,003,多级扩张球囊/不带导丝,0,,0,1,
ec408dd4-94fa-11e9-80c2-0242c0a80002,C01020200202004,C010202,非血管介入治疗类材料,消化介入材料,食道球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,004,多级扩张球囊/带导丝,0,,0,1,
ec44e56c-94fa-11e9-80c2-0242c0a80002,C01020300201001,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,001,单级扩张球囊/带导丝,0,,0,1,
ec46f9a4-94fa-11e9-80c2-0242c0a80002,C01020300201002,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,002,单级扩张球囊/不带导丝,0,,0,1,
ec4a50a8-94fa-11e9-80c2-0242c0a80002,C01020300201003,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,003,多级扩张球囊/带导丝,0,,0,1,
ec4d53ba-94fa-11e9-80c2-0242c0a80002,C01020300201004,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,004,多级扩张球囊/不带导丝,0,,0,1,
ec50be10-94fa-11e9-80c2-0242c0a80002,C01020300202001,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,001,单级扩张球囊/带导丝,0,,0,1,
ec53a3df-94fa-11e9-80c2-0242c0a80002,C01020300202002,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,002,单级扩张球囊/不带导丝,0,,0,1,
ec564247-94fa-11e9-80c2-0242c0a80002,C01020300202003,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,003,多级扩张球囊/带导丝,0,,0,1,
ec5a7cfd-94fa-11e9-80c2-0242c0a80002,C01020300202004,C010203,非血管介入治疗类材料,消化介入材料,肠道扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,004,多级扩张球囊/不带导丝,0,,0,1,
ec635926-94fa-11e9-80c2-0242c0a80002,C01020400201001,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,001,扩张胆管/传统长交换方式/单出水口球囊,0,,0,1,
ec661463-94fa-11e9-80c2-0242c0a80002,C01020400201002,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,002,扩张胆管/传统长交换方式/双出水口球囊,0,,0,1,
ec6adde2-94fa-11e9-80c2-0242c0a80002,C01020400201003,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,003,扩张胆管/快速短交换方式/单出水口球囊,0,,0,1,
ec6ed290-94fa-11e9-80c2-0242c0a80002,C01020400201004,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,004,扩张胆管/快速短交换方式/双出水口球囊,0,,0,1,
ec71deee-94fa-11e9-80c2-0242c0a80002,C01020400201005,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,005,扩张乳头/传统长交换方式/单出水口球囊,0,,0,1,
ec74116f-94fa-11e9-80c2-0242c0a80002,C01020400201006,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,006,扩张乳头/传统长交换方式/双出水口球囊,0,,0,1,
ec77b3e1-94fa-11e9-80c2-0242c0a80002,C01020400201007,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,007,扩张乳头/快速短交换方式/单出水口球囊,0,,0,1,
ec7b16d0-94fa-11e9-80c2-0242c0a80002,C01020400201008,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,008,扩张乳头/快速短交换方式/双出水口球囊,0,,0,1,
ec7d8901-94fa-11e9-80c2-0242c0a80002,C01020400201009,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,009,扩张胰管/传统长交换方式/单出水口球囊,0,,0,1,
ec7fb22a-94fa-11e9-80c2-0242c0a80002,C01020400201010,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,010,扩张胰管/传统长交换方式/双出水口球囊,0,,0,1,
ec823b31-94fa-11e9-80c2-0242c0a80002,C01020400201011,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,011,扩张胰管/快速短交换方式/单出水口球囊,0,,0,1,
ec869b2d-94fa-11e9-80c2-0242c0a80002,C01020400201012,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,01,嵌段聚醚酰胺树脂（Pebax）,012,扩张胰管/快速短交换方式/双出水口球囊,0,,0,1,
ec897258-94fa-11e9-80c2-0242c0a80002,C01020400202001,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,001,扩张胆管/传统长交换方式/单出水口球囊,0,,0,1,
ec8b7f20-94fa-11e9-80c2-0242c0a80002,C01020400202002,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,002,扩张胆管/传统长交换方式/双出水口球囊,0,,0,1,
ec8e60c0-94fa-11e9-80c2-0242c0a80002,C01020400202003,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,003,扩张胆管/快速短交换方式/单出水口球囊,0,,0,1,
ec91993a-94fa-11e9-80c2-0242c0a80002,C01020400202004,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,004,扩张胆管/快速短交换方式/双出水口球囊,0,,0,1,
ec94335a-94fa-11e9-80c2-0242c0a80002,C01020400202005,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,005,扩张乳头/传统长交换方式/单出水口球囊,0,,0,1,
ec9806c9-94fa-11e9-80c2-0242c0a80002,C01020400202006,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,006,扩张乳头/传统长交换方式/双出水口球囊,0,,0,1,
ec9cb467-94fa-11e9-80c2-0242c0a80002,C01020400202007,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,007,扩张乳头/快速短交换方式/单出水口球囊,0,,0,1,
ec9efd15-94fa-11e9-80c2-0242c0a80002,C01020400202008,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,008,扩张乳头/快速短交换方式/双出水口球囊,0,,0,1,
eca15000-94fa-11e9-80c2-0242c0a80002,C01020400202009,C010204,非血管介入治疗类材料,消化介入材料,胆胰扩张球囊,002,球囊,02,聚对苯二甲酸乙二醇脂（PET）,009,扩张胰管/传统长交换方式/单出水口球囊,0,,0,1,
